meeting_id,bank,meeting_date,doc_id,document_subtype,category,title,speaker,date_au,days_after_meeting,text_file,source_url,meeting_relation,linkage_confidence
FED_2025_09,FED,2025-09-17,DOC_F5C650B767D7,speech,Speeches,Exploring the Possibilities and Risks of New Payment Technologies,Michael S. Barr,2025-10-16,29,data\FED\Speeches\2025-10-16 - Michael S. Barr - Exploring the Possibilities and Risks of New Payment Technologies.txt,https://www.federalreserve.gov/newsevents/speech/barr20251016a.htm,speech_after_meeting,0.7
FED_2025_09,FED,2025-09-17,DOC_70322661AAB0,speech,Speeches,Welcome Remarks,Welcome Remarks,2025-10-16,29,data\FED\Speeches\2025-10-16 - Welcome Remarks - Welcome Remarks.txt,https://www.federalreserve.gov/newsevents/speech/bowman20251016a.htm,speech_after_meeting,0.7
FED_2025_09,FED,2025-09-17,DOC_5E538743C4E7,speech,Speeches,Embracing New Technologies and Players in Payments,Christopher J. Waller,2025-10-21,34,data\FED\Speeches\2025-10-21 - Christopher J. Waller - Embracing New Technologies and Players in Payments.txt,https://www.federalreserve.gov/newsevents/speech/waller20251021a.htm,speech_after_meeting,0.7
FED_2025_09,FED,2025-09-17,DOC_C6473B03DB1A,speech,Speeches,Brief Remarks,Brief Remarks,2025-10-22,35,data\FED\Speeches\2025-10-22 - Brief Remarks - Brief Remarks.txt,https://www.federalreserve.gov/newsevents/speech/barr20251022a.htm,speech_after_meeting,0.7
FED_2025_09,FED,2025-09-17,DOC_57C0A19F94EC,speech,Speeches,Supporting Investment in Communities: The First 25 Years of the New Markets Tax Credit,Michael S. Barr,2025-10-23,36,data\FED\Speeches\2025-10-23 - Michael S. Barr - Supporting Investment in Communities_ The First 25 Years of the New Markets Tax Credit.txt,https://www.federalreserve.gov/newsevents/speech/barr20251023a.htm,speech_after_meeting,0.7
FED_2025_10,FED,2025-10-29,DOC_8B3C70D2391C,minutes,Minutes,FOMC minutes,,2025-10-29,0,data\FED\Minutes\2025-10-29 - FOMC minutes.txt,https://www.federalreserve.gov/monetarypolicy/files/fomcminutes20251029.pdf,minutes_for_prior_meeting,0.9
FED_2025_10,FED,2025-10-29,DOC_6B553EBA9B62,statement,Monetary Policy,FOMC statement,,2025-10-29,0,data\FED\Monetary Policy\2025-10-29 - FOMC statement.txt,https://www.federalreserve.gov/monetarypolicy/files/monetary20251029a1.pdf,anchor_statement,1.0
FED_2025_10,FED,2025-10-29,DOC_F412F757EE02,speech,Speeches,Opening Remarks,Opening Remarks,2025-10-30,1,data\FED\Speeches\2025-10-30 - Opening Remarks - Opening Remarks.txt,https://www.federalreserve.gov/newsevents/speech/bowman20251030a.htm,speech_after_meeting,0.7
FED_2025_10,FED,2025-10-29,DOC_6368B0CB177E,speech,Speeches,The Economic Outlook and Monetary Policy,Lisa D. Cook,2025-11-03,5,data\FED\Speeches\2025-11-03 - Lisa D. Cook - The Economic Outlook and Monetary Policy.txt,https://www.federalreserve.gov/newsevents/speech/cook20251103a.htm,speech_after_meeting,0.7
FED_2025_10,FED,2025-10-29,DOC_2EC571D46FE1,speech,Speeches,A Global Stablecoin Glut: Implications for Monetary Policy,Stephen I. Miran,2025-11-07,9,data\FED\Speeches\2025-11-07 - Stephen I. Miran - A Global Stablecoin Glut_ Implications for Monetary Policy.txt,https://www.federalreserve.gov/newsevents/speech/miran20251107a.htm,speech_after_meeting,0.7
FED_2025_10,FED,2025-10-29,DOC_2A1B3CDD1BC0,speech,Speeches,AI and the Economy,Philip N. Jefferson,2025-11-07,9,data\FED\Speeches\2025-11-07 - Philip N. Jefferson - AI and the Economy.txt,https://www.federalreserve.gov/newsevents/speech/jefferson20251107a.htm,speech_after_meeting,0.7
FED_2025_10,FED,2025-10-29,DOC_34D2BCF41028,speech,Speeches,AI and Central Banking,AI and Central Banking,2025-11-11,13,data\FED\Speeches\2025-11-11 - AI and Central Banking - AI and Central Banking.txt,https://www.federalreserve.gov/newsevents/speech/barr20251111a.htm,speech_after_meeting,0.7
FED_2025_10,FED,2025-10-29,DOC_922296F6ED5F,speech,Speeches,Economic Outlook and Monetary Policy,Philip N. Jefferson,2025-11-17,19,data\FED\Speeches\2025-11-17 - Philip N. Jefferson - Economic Outlook and Monetary Policy.txt,https://www.federalreserve.gov/newsevents/speech/jefferson20251117a.htm,speech_after_meeting,0.7
FED_2025_10,FED,2025-10-29,DOC_C94663569E5E,speech,Speeches,The Case for Continuing Rate Cuts,Christopher J. Waller,2025-11-17,19,data\FED\Speeches\2025-11-17 - Christopher J. Waller - The Case for Continuing Rate Cuts.txt,https://www.federalreserve.gov/newsevents/speech/waller20251117a.htm,speech_after_meeting,0.7
FED_2025_10,FED,2025-10-29,DOC_563CEF193E88,speech,Speeches,"The Case for Strong, Effective Banking Supervision",Michael S. Barr,2025-11-18,20,"data\FED\Speeches\2025-11-18 - Michael S. Barr - The Case for Strong, Effective Banking Supervision.txt",https://www.federalreserve.gov/newsevents/speech/barr20251118a.htm,speech_after_meeting,0.7
FED_2025_10,FED,2025-10-29,DOC_24349764EBB9,speech,Speeches,Regulatory Dominance of the Federal Reserveâs Balance Sheet,Stephen I. Miran,2025-11-19,21,data\FED\Speeches\2025-11-19 - Stephen I. Miran - Regulatory Dominance of the Federal Reserveâs Balance Sheet.txt,https://www.federalreserve.gov/newsevents/speech/miran20251119a.htm,speech_after_meeting,0.7
FED_2025_10,FED,2025-10-29,DOC_D6D43F6D5BD5,speech,Speeches,A Policymakerâs View of Financial Stability,Lisa D. Cook,2025-11-20,22,data\FED\Speeches\2025-11-20 - Lisa D. Cook - A Policymakerâs View of Financial Stability.txt,https://www.federalreserve.gov/newsevents/speech/cook20251120a.htm,speech_after_meeting,0.7
FED_2025_10,FED,2025-10-29,DOC_E5B83E572E47,speech,Speeches,"AI, the Economy, and Financial Stability",Philip N. Jefferson,2025-11-21,23,"data\FED\Speeches\2025-11-21 - Philip N. Jefferson - AI, the Economy, and Financial Stability.txt",https://www.federalreserve.gov/newsevents/speech/jefferson20251121a.htm,speech_after_meeting,0.7
FED_2025_10,FED,2025-10-29,DOC_36A6A4D6C144,speech,Speeches,Welcoming Remarks,Welcoming Remarks,2025-11-21,23,data\FED\Speeches\2025-11-21 - Welcoming Remarks - Welcoming Remarks.txt,https://www.federalreserve.gov/newsevents/speech/barr20251121a.htm,speech_after_meeting,0.7
FED_2025_10,FED,2025-10-29,DOC_BDEF610F7E90,speech,Speeches,Opening Remarks,Jerome H. Powell,2025-12-01,33,data\FED\Speeches\2025-12-01 - Jerome H. Powell - Opening Remarks.txt,https://www.federalreserve.gov/newsevents/speech/powell20251201a.htm,speech_after_meeting,0.7
FED_2025_12,FED,2025-12-10,DOC_92C5EE209D5D,minutes,Minutes,FOMC minutes,,2025-12-10,0,data\FED\Minutes\2025-12-10 - FOMC minutes.txt,https://www.federalreserve.gov/monetarypolicy/files/fomcminutes20251210.pdf,minutes_for_prior_meeting,0.9
FED_2025_12,FED,2025-12-10,DOC_D3F6FC67E443,statement,Monetary Policy,FOMC statement,,2025-12-10,0,data\FED\Monetary Policy\2025-12-10 - FOMC statement.txt,https://www.federalreserve.gov/monetarypolicy/files/monetary20251210a1.pdf,anchor_statement,1.0
FED_2025_12,FED,2025-12-10,DOC_BBF4CF589076,speech,Speeches,The Inflation Outlook,The Inflation Outlook,2025-12-15,5,data\FED\Speeches\2025-12-15 - The Inflation Outlook - The Inflation Outlook.txt,https://www.federalreserve.gov/newsevents/speech/miran20251215a.htm,speech_after_meeting,0.7
FED_2025_12,FED,2025-12-10,DOC_00A4CAC24036,speech,Speeches,Modernizing Supervision and Regulation: 2025 and the Path Ahead,Michelle W. Bowman,2026-01-07,28,data\FED\Speeches\2026-01-07 - Michelle W. Bowman - Modernizing Supervision and Regulation_ 2025 and the Path Ahead.txt,https://www.federalreserve.gov/newsevents/speech/bowman20260107a.htm,speech_after_meeting,0.7
FED_2025_12,FED,2025-12-10,DOC_5AC4F39A96F8,speech,Speeches,Statement from Federal Reserve Chair Jerome H. Powell,Jerome H. Powell,2026-01-11,32,data\FED\Speeches\2026-01-11 - Jerome H. Powell - Statement from Federal Reserve Chair Jerome H. Powell.txt,https://www.federalreserve.gov/newsevents/speech/powell20260111a.htm,speech_after_meeting,0.7
FED_2025_12,FED,2025-12-10,DOC_BE9A20271EC2,speech,Speeches,"Regulations, the Supply Side, and Monetary Policy",Stephen I. Miran,2026-01-14,35,"data\FED\Speeches\2026-01-14 - Stephen I. Miran - Regulations, the Supply Side, and Monetary Policy.txt",https://www.federalreserve.gov/newsevents/speech/miran20260114a.htm,speech_after_meeting,0.7
FED_2025_12,FED,2025-12-10,DOC_3985834A441C,speech,Speeches,Economic Outlook and Monetary Policy Implementation,Philip N. Jefferson,2026-01-16,37,data\FED\Speeches\2026-01-16 - Philip N. Jefferson - Economic Outlook and Monetary Policy Implementation.txt,https://www.federalreserve.gov/newsevents/speech/jefferson20260116a.htm,speech_after_meeting,0.7
FED_2025_12,FED,2025-12-10,DOC_A9E5ECA1C637,speech,Speeches,Outlook for the Economy and Monetary Policy,Michelle W. Bowman,2026-01-16,37,data\FED\Speeches\2026-01-16 - Michelle W. Bowman - Outlook for the Economy and Monetary Policy.txt,https://www.federalreserve.gov/newsevents/speech/bowman20260116a.htm,speech_after_meeting,0.7
FED_2026_01,FED,2026-01-28,DOC_071821156599,minutes,Minutes,FOMC minutes,,2026-01-28,0,data\FED\Minutes\2026-01-28 - FOMC minutes.txt,https://www.federalreserve.gov/monetarypolicy/files/fomcminutes20260128.pdf,minutes_for_prior_meeting,0.9
FED_2026_01,FED,2026-01-28,DOC_C110B384B484,statement,Monetary Policy,FOMC statement,,2026-01-28,0,data\FED\Monetary Policy\2026-01-28 - FOMC statement.txt,https://www.federalreserve.gov/monetarypolicy/files/monetary20260128a1.pdf,anchor_statement,1.0
FED_2026_01,FED,2026-01-28,DOC_2B4929C624D0,speech,Speeches,Outlook for the Economy and Monetary Policy,Michelle W. Bowman,2026-01-30,2,data\FED\Speeches\2026-01-30 - Michelle W. Bowman - Outlook for the Economy and Monetary Policy.txt,https://www.federalreserve.gov/newsevents/speech/bowman20260130a.htm,speech_after_meeting,0.7
FED_2026_01,FED,2026-01-28,DOC_AE96B46D54F1,speech,Speeches,Statement by Governor Christopher J. Waller,Christopher J. Waller,2026-01-30,2,data\FED\Speeches\2026-01-30 - Christopher J. Waller - Statement by Governor Christopher J. Waller.txt,https://www.federalreserve.gov/newsevents/speech/waller20260130a.htm,speech_after_meeting,0.7
FED_2026_01,FED,2026-01-28,DOC_8E5E682F516A,speech,Speeches,Economic Outlook,Economic Outlook,2026-02-04,7,data\FED\Speeches\2026-02-04 - Economic Outlook - Economic Outlook.txt,https://www.federalreserve.gov/newsevents/speech/cook20260204a.htm,speech_after_meeting,0.7
FED_2026_01,FED,2026-01-28,DOC_15AD70037D44,speech,Speeches,Economic Outlook and Supply-Side (Dis)Inflation Dynamics,Philip N. Jefferson,2026-02-06,9,data\FED\Speeches\2026-02-06 - Philip N. Jefferson - Economic Outlook and Supply-Side (Dis)Inflation Dynamics.txt,https://www.federalreserve.gov/newsevents/speech/jefferson20260206a.htm,speech_after_meeting,0.7
FED_2026_01,FED,2026-01-28,DOC_5D01C02457E0,speech,Speeches,"Revitalizing Bank Mortgage Lending, One Step with Basel",Michelle W. Bowman,2026-02-16,19,"data\FED\Speeches\2026-02-16 - Michelle W. Bowman - Revitalizing Bank Mortgage Lending, One Step with Basel.txt",https://www.federalreserve.gov/newsevents/speech/bowman20260216a.htm,speech_after_meeting,0.7
FED_2026_01,FED,2026-01-28,DOC_23F7F90BB819,speech,Speeches,What Will Artificial Intelligence Mean for the Labor Market and the Economy?,Michael S. Barr,2026-02-17,20,data\FED\Speeches\2026-02-17 - Michael S. Barr - What Will Artificial Intelligence Mean for the Labor Market and the Economy_.txt,https://www.federalreserve.gov/newsevents/speech/barr20260217a.htm,speech_after_meeting,0.7
FED_2026_01,FED,2026-01-28,DOC_4F3729E6CFA8,speech,Speeches,Opening Remarks,Opening Remarks,2026-02-19,22,data\FED\Speeches\2026-02-19 - Opening Remarks - Opening Remarks.txt,https://www.federalreserve.gov/newsevents/speech/bowman20260219a.htm,speech_after_meeting,0.7
FED_2026_01,FED,2026-01-28,DOC_734BF48EA856,speech,Speeches,Labor Market Data: Signal or Noise?,Christopher J. Waller,2026-02-23,26,data\FED\Speeches\2026-02-23 - Christopher J. Waller - Labor Market Data_ Signal or Noise_.txt,https://www.federalreserve.gov/newsevents/speech/waller20260223a.htm,speech_after_meeting,0.7
FED_2026_01,FED,2026-01-28,DOC_639A3D3D4B2F,speech,Speeches,Opening Remarks for the âAI and Productivity across the Economyâ Panel,Lisa D. Cook,2026-02-24,27,data\FED\Speeches\2026-02-24 - Lisa D. Cook - Opening Remarks for the âAI and Productivity across the Economyâ Panel.txt,https://www.federalreserve.gov/newsevents/speech/cook20260224a.htm,speech_after_meeting,0.7
FED_2026_01,FED,2026-01-28,DOC_4F1F62DAB39C,speech,Speeches,Operationalizing AI at the Federal Reserve,Christopher J. Waller,2026-02-24,27,data\FED\Speeches\2026-02-24 - Christopher J. Waller - Operationalizing AI at the Federal Reserve.txt,https://www.federalreserve.gov/newsevents/speech/waller20260224a.htm,speech_after_meeting,0.7
FED_2026_01,FED,2026-01-28,DOC_6879DD38A21B,speech,Speeches,Supervision and Regulation,Supervision and Regulation,2026-02-26,29,data\FED\Speeches\2026-02-26 - Supervision and Regulation - Supervision and Regulation.txt,https://www.federalreserve.gov/newsevents/speech/bowman20260226a.htm,speech_after_meeting,0.7
FED_2026_01,FED,2026-01-28,DOC_E506EC50F6D5,speech,Speeches,"Liquidity Resiliency, Financial Stability, and the Role of the Federal Reserve",Michelle W. Bowman,2026-03-03,34,"data\FED\Speeches\2026-03-03 - Michelle W. Bowman - Liquidity Resiliency, Financial Stability, and the Role of the Federal Reserve.txt",https://www.federalreserve.gov/newsevents/speech/bowman20260303a.htm,speech_after_meeting,0.7
FED_2026_01,FED,2026-01-28,DOC_F252770C032B,speech,Speeches,Capital Rules for the Real Economy,Michelle W. Bowman,2026-03-12,43,data\FED\Speeches\2026-03-12 - Michelle W. Bowman - Capital Rules for the Real Economy.txt,https://www.federalreserve.gov/newsevents/speech/bowman20260312a.htm,speech_after_meeting,0.7
FED_2026_03,FED,2026-03-18,DOC_46C1266C103E,minutes,Minutes,FOMC minutes,,2026-03-18,0,data\FED\Minutes\2026-03-18 - FOMC minutes.txt,https://www.federalreserve.gov/monetarypolicy/files/fomcminutes20260318.pdf,minutes_for_prior_meeting,0.9
FED_2026_03,FED,2026-03-18,DOC_AA84114F7571,statement,Monetary Policy,FOMC statement,,2026-03-18,0,data\FED\Monetary Policy\2026-03-18 - FOMC statement.txt,https://www.federalreserve.gov/monetarypolicy/files/monetary20260318a1.pdf,anchor_statement,1.0
FED_2026_03,FED,2026-03-18,DOC_9E3FB2D80B20,speech,Speeches,Acceptance Remarks,Jerome H. Powell,2026-03-21,3,data\FED\Speeches\2026-03-21 - Jerome H. Powell - Acceptance Remarks.txt,https://www.federalreserve.gov/newsevents/speech/powell20260321a.htm,speech_after_meeting,0.7
FED_2026_03,FED,2026-03-18,DOC_7F0A49B1D47E,speech,Speeches,Developing Communities through Public-private Partnerships,Developing Communities through Public-private Partnerships,2026-03-24,6,data\FED\Speeches\2026-03-24 - Developing Communities through Public-private Partnerships - Developing Communities through Public-private Partnerships.txt,https://www.federalreserve.gov/newsevents/speech/barr20260324a.htm,speech_after_meeting,0.7
FED_2026_03,FED,2026-03-18,DOC_AE52E1DA1565,speech,Speeches,Brief Remarks on the Economic Outlook and Monetary Policy,Michael S. Barr,2026-03-26,8,data\FED\Speeches\2026-03-26 - Michael S. Barr - Brief Remarks on the Economic Outlook and Monetary Policy.txt,https://www.federalreserve.gov/newsevents/speech/barr20260326a.htm,speech_after_meeting,0.7
FED_2026_03,FED,2026-03-18,DOC_FA7D3A44E4E8,speech,Speeches,Economic Outlook and Energy Effects,Philip N. Jefferson,2026-03-26,8,data\FED\Speeches\2026-03-26 - Philip N. Jefferson - Economic Outlook and Energy Effects.txt,https://www.federalreserve.gov/newsevents/speech/jefferson20260326a.htm,speech_after_meeting,0.7
FED_2026_03,FED,2026-03-18,DOC_8BC658E9E0EC,speech,Speeches,Prospects for Shrinking the Fedâs Balance Sheet,Stephen I. Miran,2026-03-26,8,data\FED\Speeches\2026-03-26 - Stephen I. Miran - Prospects for Shrinking the Fedâs Balance Sheet.txt,https://www.federalreserve.gov/newsevents/speech/miran20260326a.htm,speech_after_meeting,0.7
FED_2026_03,FED,2026-03-18,DOC_98288CC3DA94,speech,Speeches,Reflections on Financial Stability,Reflections on Financial Stability,2026-03-26,8,data\FED\Speeches\2026-03-26 - Reflections on Financial Stability - Reflections on Financial Stability.txt,https://www.federalreserve.gov/newsevents/speech/cook20260326a.htm,speech_after_meeting,0.7
FED_2026_03,FED,2026-03-18,DOC_2D07723FC6C1,speech,Speeches,Brief Remarks on Stablecoins,Brief Remarks on Stablecoins,2026-03-31,13,data\FED\Speeches\2026-03-31 - Brief Remarks on Stablecoins - Brief Remarks on Stablecoins.txt,https://www.federalreserve.gov/newsevents/speech/barr20260331a.htm,speech_after_meeting,0.7
FED_2026_03,FED,2026-03-18,DOC_90CD027144B2,speech,Speeches,Supporting Small Businesses,Supporting Small Businesses,2026-03-31,13,data\FED\Speeches\2026-03-31 - Supporting Small Businesses - Supporting Small Businesses.txt,https://www.federalreserve.gov/newsevents/speech/bowman20260331a.htm,speech_after_meeting,0.7
FED_2026_03,FED,2026-03-18,DOC_E812A26DC7B5,speech,Speeches,Economic Outlook and the Labor Market,Philip N. Jefferson,2026-04-07,20,data\FED\Speeches\2026-04-07 - Philip N. Jefferson - Economic Outlook and the Labor Market.txt,https://www.federalreserve.gov/newsevents/speech/jefferson20260407a.htm,speech_after_meeting,0.7
FED_2026_03,FED,2026-03-18,DOC_80D847C74428,speech,Speeches,Rural Communities: Worth the Investment,Michael S. Barr,2026-04-14,27,data\FED\Speeches\2026-04-14 - Michael S. Barr - Rural Communities_ Worth the Investment.txt,https://www.federalreserve.gov/newsevents/speech/barr20260414a.htm,speech_after_meeting,0.7
FED_2026_03,FED,2026-03-18,DOC_A31AF50DD11E,speech,Speeches,One Transitory Shock After Another,One Transitory Shock After Another,2026-04-17,30,data\FED\Speeches\2026-04-17 - One Transitory Shock After Another - One Transitory Shock After Another.txt,https://www.federalreserve.gov/newsevents/speech/waller20260417a.htm,speech_after_meeting,0.7
FED_2026_03,FED,2026-03-18,DOC_3501D9B90D6A,speech,Speeches,Modernizing Federal Reserve Operations in the 21st Century,Christopher J. Waller,2026-04-21,34,data\FED\Speeches\2026-04-21 - Christopher J. Waller - Modernizing Federal Reserve Operations in the 21st Century.txt,https://www.federalreserve.gov/newsevents/speech/waller20260421a.htm,speech_after_meeting,0.7
FED_2026_04,FED,2026-04-29,DOC_518E0987424C,minutes,Minutes,FOMC minutes,,2026-04-29,0,data\FED\Minutes\2026-04-29 - FOMC minutes.txt,https://www.federalreserve.gov/monetarypolicy/files/fomcminutes20260429.pdf,minutes_for_prior_meeting,0.9
FED_2026_04,FED,2026-04-29,DOC_483ADFC55AB2,statement,Monetary Policy,FOMC statement,,2026-04-29,0,data\FED\Monetary Policy\2026-04-29 - FOMC statement.txt,https://www.federalreserve.gov/monetarypolicy/files/monetary20260429a1.pdf,anchor_statement,1.0
FED_2026_04,FED,2026-04-29,DOC_17DA4AAFD88D,speech,Speeches,Artificial Intelligence in the Financial System,Michelle W. Bowman,2026-05-01,2,data\FED\Speeches\2026-05-01 - Michelle W. Bowman - Artificial Intelligence in the Financial System.txt,https://www.federalreserve.gov/newsevents/speech/bowman20260501a.htm,speech_after_meeting,0.7
FED_2026_04,FED,2026-04-29,DOC_FDBF1675216E,speech,Speeches,A Coordinated Approach to Consumer Fraud Protection,Michelle W. Bowman,2026-05-05,6,data\FED\Speeches\2026-05-05 - Michelle W. Bowman - A Coordinated Approach to Consumer Fraud Protection.txt,https://www.federalreserve.gov/newsevents/speech/bowman20260505a.htm,speech_after_meeting,0.7
FED_2026_04,FED,2026-04-29,DOC_A13274C40ADF,speech,Speeches,Perspectives on Tokenization and Implications for the Financial System,Lisa D. Cook,2026-05-08,9,data\FED\Speeches\2026-05-08 - Lisa D. Cook - Perspectives on Tokenization and Implications for the Financial System.txt,https://www.federalreserve.gov/newsevents/speech/cook20260508a.htm,speech_after_meeting,0.7
FED_2026_04,FED,2026-04-29,DOC_D3BB7599D602,speech,Speeches,Update On Federal Reserve Bank Operations,Christopher J. Waller,2026-05-08,9,data\FED\Speeches\2026-05-08 - Christopher J. Waller - Update On Federal Reserve Bank Operations.txt,https://www.federalreserve.gov/newsevents/speech/waller20260508a.htm,speech_after_meeting,0.7
FED_2026_04,FED,2026-04-29,DOC_AC6001390A99,speech,Speeches,When Regulation Reshapes Markets: The Migration of Corporate Lending,Michelle W. Bowman,2026-05-08,9,data\FED\Speeches\2026-05-08 - Michelle W. Bowman - When Regulation Reshapes Markets_ The Migration of Corporate Lending.txt,https://www.federalreserve.gov/newsevents/speech/bowman20260508a.htm,speech_after_meeting,0.7
FED_2026_04,FED,2026-04-29,DOC_30D90A4339EA,speech,Speeches,Efficient and Effective Central Banking: Beyond the Balance Sheet,Michael S. Barr,2026-05-14,15,data\FED\Speeches\2026-05-14 - Michael S. Barr - Efficient and Effective Central Banking_ Beyond the Balance Sheet.txt,https://www.federalreserve.gov/newsevents/speech/barr20260514a.htm,speech_after_meeting,0.7
FED_2026_04,FED,2026-04-29,DOC_9F5E3486F1AA,speech,Speeches,Opening Remarks,Opening Remarks,2026-05-14,15,data\FED\Speeches\2026-05-14 - Opening Remarks - Opening Remarks.txt,https://www.federalreserve.gov/newsevents/speech/bowman20260514a.htm,speech_after_meeting,0.7
FED_2026_04,FED,2026-04-29,DOC_AD23B3BA97E2,speech,Speeches,Measuring Financial Health,Measuring Financial Health,2026-05-20,21,data\FED\Speeches\2026-05-20 - Measuring Financial Health - Measuring Financial Health.txt,https://www.federalreserve.gov/newsevents/speech/barr20260520a.htm,speech_after_meeting,0.7
FED_2026_04,FED,2026-04-29,DOC_CB60C8342E21,speech,Speeches,Policy Risks Have Changed,Policy Risks Have Changed,2026-05-22,23,data\FED\Speeches\2026-05-22 - Policy Risks Have Changed - Policy Risks Have Changed.txt,https://www.federalreserve.gov/newsevents/speech/waller20260522a.htm,speech_after_meeting,0.7
FED_2026_04,FED,2026-04-29,DOC_345C020CA9AB,speech,Speeches,Global Economic Developments and the U.S. Economy,Philip N. Jefferson,2026-05-27,28,data\FED\Speeches\2026-05-27 - Philip N. Jefferson - Global Economic Developments and the U.S. Economy.txt,https://www.federalreserve.gov/newsevents/speech/jefferson20260527a.htm,speech_after_meeting,0.7
FED_2026_04,FED,2026-04-29,DOC_59CF7795E8BA,speech,Speeches,The Opportunities and Risks AI Presents for the Economy and Financial System,Lisa D. Cook,2026-05-27,28,data\FED\Speeches\2026-05-27 - Lisa D. Cook - The Opportunities and Risks AI Presents for the Economy and Financial System.txt,https://www.federalreserve.gov/newsevents/speech/cook20260527a.htm,speech_after_meeting,0.7
FED_2026_04,FED,2026-04-29,DOC_9B12B4B196CF,speech,Speeches,A Framework for Practical Monetary Policy Decision Making,Watch Live,2026-05-29,30,data\FED\Speeches\2026-05-29 - Watch Live - A Framework for Practical Monetary Policy Decision Making.txt,https://www.federalreserve.gov/newsevents/speech/bowman20260529a.htm,speech_after_meeting,0.7
FED_2026_04,FED,2026-04-29,DOC_32FD66862A5A,speech,Speeches,Acceptance Remarks,Acceptance Remarks,2026-05-31,32,data\FED\Speeches\2026-05-31 - Acceptance Remarks - Acceptance Remarks.txt,https://www.federalreserve.gov/newsevents/speech/powell20260531a.htm,speech_after_meeting,0.7
NORGES_BANK_2021_06_A,NORGES_BANK,2021-06-01,DOC_21B297C19BCF,statement,Monetary Policy,Pengepolitisk rapport med vurdering av finansiell stabilitet 1/2021,,2021-06-01,0,data\NORGES_BANK\Monetary Policy\2021-06-01 - Pengepolitisk rapport med vurdering av finansiell stabilitet 1_2021.txt,https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2021/ppr-12021/,anchor_statement,1.0
NORGES_BANK_2021_06_B,NORGES_BANK,2021-06-01,DOC_A8043F21E63C,statement,Monetary Policy,Pengepolitisk rapport med vurdering av finansiell stabilitet 2/2021,,2021-06-01,0,data\NORGES_BANK\Monetary Policy\2021-06-01 - Pengepolitisk rapport med vurdering av finansiell stabilitet 2_2021.txt,https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2021/ppr-22021/,anchor_statement,1.0
NORGES_BANK_2021_06_C,NORGES_BANK,2021-06-01,DOC_CEC290ABA44C,statement,Monetary Policy,Pengepolitisk rapport med vurdering av finansiell stabilitet 3/2021,,2021-06-01,0,data\NORGES_BANK\Monetary Policy\2021-06-01 - Pengepolitisk rapport med vurdering av finansiell stabilitet 3_2021.txt,https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2021/ppr-32021/,anchor_statement,1.0
NORGES_BANK_2021_06_D,NORGES_BANK,2021-06-01,DOC_DFD983F13502,statement,Monetary Policy,Pengepolitisk rapport med vurdering av finansiell stabilitet 4/2021,,2021-06-01,0,data\NORGES_BANK\Monetary Policy\2021-06-01 - Pengepolitisk rapport med vurdering av finansiell stabilitet 4_2021.txt,https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2021/ppr-42021/,anchor_statement,1.0
NORGES_BANK_2021_06_D,NORGES_BANK,2021-06-01,DOC_178C4401C5B5,speech,Speeches,Monetary policy strategy - from mandate to decisions,from mandate to decisions,2021-10-20,141,data\NORGES_BANK\Speeches\2021-10-20 - from mandate to decisions - Monetary policy strategy - from mandate to decisions.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2021/2021-10-20-olsen/,speech_after_meeting,0.7
NORGES_BANK_2021_06_D,NORGES_BANK,2021-06-01,DOC_C86F22AE7F17,speech,Speeches,Climate change and central banking – a Nordic perspective,a Nordic perspective,2021-10-25,146,data\NORGES_BANK\Speeches\2021-10-25 - a Nordic perspective - Climate change and central banking – a Nordic perspective.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2021/2021-10-25-bache/,speech_after_meeting,0.7
NORGES_BANK_2021_06_D,NORGES_BANK,2021-06-01,DOC_47CA1BB513F4,speech,Speeches,Digital currencies and real-time payments – the road ahead,the road ahead,2021-11-04,156,data\NORGES_BANK\Speeches\2021-11-04 - the road ahead - Digital currencies and real-time payments – the road ahead.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2021/2021-11-04-payments-conference/,speech_after_meeting,0.7
NORGES_BANK_2021_06_D,NORGES_BANK,2021-06-01,DOC_C942859C379D,speech,Speeches,Ownership and climate risk in the GPFG – On the tools for addressing climate risk in the fund,,2021-12-21,203,data\NORGES_BANK\Speeches\2021-12-21 - Ownership and climate risk in the GPFG – On the tools for addressing climate risk in the fund.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2021/2021-12-21-borsum/,speech_after_meeting,0.7
NORGES_BANK_2021_06_D,NORGES_BANK,2021-06-01,DOC_1980E3B01108,speech,Speeches,Price stability and monetary and fiscal policy interactions,Speech by Ole Christian Bech-Moen,2022-02-02,246,data\NORGES_BANK\Speeches\2022-02-02 - Speech by Ole Christian Bech-Moen - Price stability and monetary and fiscal policy interactions.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2022/2022-02-02-bech-moen/,speech_after_meeting,0.7
